"Class[Size] ->","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]"
"2012M03",2.28807000e+02,3.27623325e-01,4.66000000e+00,4.25000000e+00,7.73000000e+00,5.50000000e+00,3.64581000e+04,2.33657000e+04,5.59294000e+04,1.18038600e+05,7.72784000e+04,1.01146975e+02,4.02100000e+02,1.03440000e+02,9.00000000e-02,2.28478000e+02,9.42840000e+01,9.25210000e+01,1.06157727e+02,5.43287885e+00,2.04510886e+00,1.05039189e+01,1.00590244e+01,1.09318455e+01,1.16787670e+01,1.12551698e+01,4.61657466e+00,5.99670081e+00,4.63899173e+00,5.43143993e+00,4.54631150e+00,4.52743565e+00,4.66492598e+00,2.55008252e-02,2.59067502e-03,6.74118751e-02,3.77804929e-02,7.20563901e-02,9.84455065e-02,1.10180991e-01,4.17993741e-02,4.57978786e-02,3.18235458e-02,2.22343493e-02,2.27202050e-02,2.02421917e-02,3.15909576e-02,2.09128213e-03,-6.44747559e-03,9.28647386e-03,5.35978025e-03,-1.21865159e-03,4.42953659e-03,1.79279751e-02,6.30919945e-02,1.37625455e-01,3.48634868e-03,1.94518497e-03,1.91095032e-03,1.69835344e-03,3.79551656e-02,4.61657466e+00,4.57235546e+00,4.50176139e-02,1.30045522e-02,4.63899173e+00,3.18235458e-02,3.48634868e-03,4.56036864e+00,1.19868232e-02,4.63446362e+00,4.52811046e-03,4.56634380e+00,6.01166205e-03,4.62971373e+00,9.27800351e-03
"2012M04",2.29187000e+02,3.73203951e-01,4.27000000e+00,4.11000000e+00,7.74000000e+00,5.50000000e+00,3.58500000e+04,2.31730000e+04,5.44888000e+04,1.16925100e+05,7.80904000e+04,9.51623690e+01,4.19000000e+02,1.03650000e+02,1.60000000e-01,2.28905000e+02,9.44080000e+01,9.26610000e+01,1.03321000e+02,5.43453826e+00,2.04640169e+00,1.04870988e+01,1.00507431e+01,1.09057505e+01,1.16692888e+01,1.12656224e+01,4.55558458e+00,6.03787092e+00,4.64101984e+00,5.43330707e+00,4.54762582e+00,4.52894767e+00,4.63784065e+00,2.24771199e-02,1.43138423e-02,2.49273682e-02,1.44350193e-02,3.05620619e-02,7.95912385e-02,1.15920426e-01,1.61856079e-02,1.20860559e-01,3.12602006e-02,2.28805117e-02,1.98011444e-02,1.94627362e-02,-5.83806620e-02,1.65941077e-03,1.29282500e-03,-1.68200889e-02,-8.28132721e-03,-2.60950051e-02,-9.47813076e-03,1.04526442e-02,-6.09900815e-02,4.11701060e-02,2.02810442e-03,1.86714471e-03,1.31431134e-03,1.51202629e-03,-2.70853347e-02,4.55558458e+00,4.54796149e+00,1.83537952e-02,-2.43939766e-02,4.64101984e+00,3.12602006e-02,2.02810442e-03,4.56336483e+00,-1.54033422e-02,4.63699759e+00,4.02224819e-03,4.56977834e+00,-2.18168549e-02,4.63180399e+00,9.21584755e-03
"2012M05",2.28713000e+02,1.30135719e-01,3.90000000e+00,3.98000000e+00,7.78000000e+00,5.50000000e+00,3.46195000e+04,2.28457000e+04,5.35513000e+04,1.16447000e+05,7.87216000e+04,9.55900748e+01,4.51600000e+02,1.03890000e+02,1.60000000e-01,2.29224000e+02,9.43020000e+01,9.27550000e+01,9.46545455e+01,5.43246794e+00,2.05155634e+00,1.04521724e+01,1.00365182e+01,1.08883954e+01,1.16651915e+01,1.12736729e+01,4.56006899e+00,6.11279683e+00,4.64333265e+00,5.43469969e+00,4.54650240e+00,4.52996161e+00,4.55023390e+00,1.72301344e-02,1.68506904e-02,4.83460045e-02,4.69125808e-02,3.31727066e-02,8.02226340e-02,1.16277277e-01,3.59341246e-02,8.37956816e-02,3.10875474e-02,2.22726946e-02,1.56463596e-02,1.81026015e-02,-6.39007466e-02,-2.07032177e-03,5.15465059e-03,-3.49264599e-02,-1.42248920e-02,-1.73551030e-02,-4.09732499e-03,8.05044778e-03,4.48441507e-03,7.49259124e-02,2.31280820e-03,1.39262108e-03,-1.12341700e-03,1.01393632e-03,-8.76067466e-02,4.56006899e+00,4.56630743e+00,3.43647717e-02,1.83459425e-02,4.64333265e+00,3.10875474e-02,2.31280820e-03,4.56637407e+00,-6.66394710e-05,4.63956510e+00,3.76755145e-03,4.57822570e+00,-1.19182695e-02,4.63427510e+00,9.05754819e-03
"2012M06",2.28524000e+02,1.20683256e-01,3.47000000e+00,3.85000000e+00,7.85000000e+00,5.50000000e+00,3.60840000e+04,2.30450000e+04,5.45515000e+04,1.17791100e+05,7.92998000e+04,9.41067735e+01,4.32700000e+02,1.04070000e+02,9.00000000e-02,2.29623000e+02,9.42540000e+01,9.28500000e+01,8.23033333e+01,5.43164124e+00,2.06051353e+00,1.04936048e+01,1.00452041e+01,1.09069005e+01,1.16766680e+01,1.12809909e+01,4.54443003e+00,6.07004465e+00,4.64506375e+00,5.43643883e+00,4.54599327e+00,4.53098529e+00,4.41041161e+00,1.64034296e-02,7.67267191e-03,4.40586915e-02,1.94458240e-02,3.71498819e-02,7.34649933e-02,1.16449118e-01,2.72963212e-02,3.83983105e-02,3.08347192e-02,2.16860057e-02,1.53419055e-02,1.80290798e-02,-1.56683752e-01,-8.26704798e-04,8.95719360e-03,4.14324467e-02,8.68591035e-03,1.85051366e-02,1.14764827e-02,7.31802883e-03,-1.56389690e-02,-4.27521850e-02,1.73110257e-03,1.73914224e-03,-5.09132576e-04,1.02367941e-03,-1.39822291e-01,4.54443003e+00,4.57215209e+00,2.74491156e-02,5.84465732e-03,4.64506375e+00,3.08347192e-02,1.73110257e-03,4.56939635e+00,2.75573725e-03,4.64216340e+00,2.90034577e-03,4.56899442e+00,3.15767024e-03,4.63748517e+00,7.57858206e-03
"2012M07",2.28590000e+02,3.52341205e-01,2.86000000e+00,3.56000000e+00,7.82000000e+00,5.00000000e+00,3.62895000e+04,2.29456000e+04,5.41483000e+04,1.18408200e+05,7.98160000e+04,9.50099748e+01,4.22100000e+02,1.04300000e+02,1.30000000e-01,2.29970000e+02,9.42880000e+01,9.29460000e+01,8.78952381e+01,5.43193001e+00,2.05668455e+00,1.04992837e+01,1.00408815e+01,1.08994819e+01,1.16818933e+01,1.12874793e+01,4.55398188e+00,6.04524225e+00,4.64727136e+00,5.43794887e+00,4.54635393e+00,4.53201868e+00,4.47614563e+00,1.40755873e-02,7.70222036e-03,7.59939563e-02,2.10430239e-02,1.85708452e-02,7.22204624e-02,1.21988707e-01,2.46503682e-02,1.87880690e-01,3.09634316e-02,2.08800436e-02,1.40017774e-02,1.75831568e-02,-1.01689331e-01,2.88768231e-04,-3.82897724e-03,5.67888944e-03,-4.32262918e-03,-7.41863093e-03,5.22526023e-03,6.48837904e-03,9.55185879e-03,-2.48023944e-02,2.20761236e-03,1.51003199e-03,3.60662350e-04,1.03339155e-03,6.57340201e-02,4.55398188e+00,4.56759618e+00,2.35011434e-02,-4.55590562e-03,4.64727136e+00,3.09634316e-02,2.20761236e-03,4.57243166e+00,-4.83547520e-03,4.64479004e+00,2.48131987e-03,4.57754689e+00,-9.95070891e-03,4.64044375e+00,6.82761124e-03
"2012M08",2.29918000e+02,4.52739540e-01,2.71000000e+00,3.53000000e+00,7.88000000e+00,5.00000000e+00,3.52132000e+04,2.23979000e+04,5.45579000e+04,1.19860600e+05,8.09515000e+04,9.52657727e+01,4.41400000e+02,1.04570000e+02,1.30000000e-01,2.30233000e+02,9.46050000e+01,9.30050000e+01,9.41313043e+01,5.43772272e+00,2.06432790e+00,1.04691763e+01,1.00167225e+01,1.09070178e+01,1.16940847e+01,1.13016055e+01,4.55667059e+00,6.08995149e+00,4.64985670e+00,5.43909184e+00,4.54971033e+00,4.53265326e+00,4.54469066e+00,1.67188078e-02,6.36539387e-03,2.47549491e-02,2.09566153e-02,4.83919510e-02,8.47932290e-02,1.36337179e-01,2.87990788e-02,7.47704201e-02,3.14741862e-02,1.91676463e-02,1.50055265e-02,1.62268550e-02,8.64782467e-02,5.79271774e-03,7.64334931e-03,-3.01074309e-02,-2.41589925e-02,7.53594438e-03,1.21914240e-02,1.41262243e-02,2.68870812e-03,4.47092410e-02,2.58534160e-03,1.14297399e-03,3.35640069e-03,6.34575797e-04,6.85450332e-02,4.55667059e+00,4.57762456e+00,2.83253220e-02,1.00283810e-02,4.64985670e+00,3.14741862e-02,2.58534160e-03,4.57548017e+00,2.14439600e-03,4.64744274e+00,2.41396509e-03,4.58276698e+00,-5.14242024e-03,4.64288735e+00,6.96935384e-03
"2012M09",2.31015000e+02,4.87490800e-01,3.28000000e+00,3.66000000e+00,7.98000000e+00,5.00000000e+00,3.53823000e+04,2.25836000e+04,5.38203000e+04,1.20091300e+05,8.16683000e+04,9.40500053e+01,3.65800000e+02,1.04900000e+02,9.00000000e-02,2.30659000e+02,9.48930000e+01,9.31190000e+01,9.45136842e+01,5.44248264e+00,2.07693841e+00,1.04739670e+01,1.00249793e+01,1.08934060e+01,1.16960076e+01,1.13104212e+01,4.54382661e+00,5.90208674e+00,4.65300752e+00,5.44094043e+00,4.55274994e+00,4.53387825e+00,4.54874463e+00,1.93095342e-02,1.64248797e-02,6.80842343e-02,3.64155332e-02,4.19294544e-02,8.74783278e-02,1.36471103e-01,2.08428526e-02,2.73747776e-03,3.21608500e-02,1.98834425e-02,1.66404860e-02,1.67745380e-02,1.00050047e-01,4.75991986e-03,1.26105076e-02,4.79068279e-03,8.25677467e-03,-1.36118036e-02,1.92288597e-03,8.81571177e-03,-1.28439806e-02,-1.87864758e-01,3.15081179e-03,1.84858978e-03,3.03961226e-03,1.22498994e-03,4.05396811e-03,4.54382661e+00,4.57559126e+00,1.93430024e-02,-2.03329876e-03,4.65300752e+00,3.21608500e-02,3.15081179e-03,4.57854172e+00,-2.95045641e-03,4.65011939e+00,2.88812196e-03,4.57421222e+00,1.37904742e-03,4.64648374e+00,6.52377489e-03
"2012M10",2.31638000e+02,2.74599620e-02,3.35000000e+00,3.74000000e+00,7.88000000e+00,5.00000000e+00,3.72527000e+04,2.32121000e+04,5.42261000e+04,1.20309400e+05,8.25815000e+04,9.63184252e+01,4.15400000e+02,1.05100000e+02,1.80000000e-01,2.31024000e+02,9.51740000e+01,9.33450000e+01,8.94913043e+01,5.44517581e+00,2.06432790e+00,1.05254797e+01,1.00524290e+01,1.09009176e+01,1.16978220e+01,1.13215410e+01,4.56765963e+00,6.02924191e+00,4.65491228e+00,5.44252160e+00,4.55570680e+00,4.53630231e+00,4.49414146e+00,2.13277192e-02,3.81437208e-03,1.17701837e-01,6.43061980e-02,4.20570949e-02,8.23435937e-02,1.37262631e-01,4.83560466e-02,1.52066511e-01,3.08222070e-02,1.97501666e-02,1.95759104e-02,1.87182083e-02,3.60525591e-02,2.69316475e-03,-1.26105076e-02,5.15127303e-02,2.74497153e-02,7.51162293e-03,1.81447109e-03,1.11197628e-02,2.38330199e-02,1.27155175e-01,1.90476248e-03,1.58117183e-03,2.95685421e-03,2.42406160e-03,-5.46031680e-02,4.56765963e+00,4.58361981e+00,4.75081191e-02,8.02855066e-03,4.65491228e+00,3.08222070e-02,1.90476248e-03,4.58161631e+00,2.00350688e-03,4.65281807e+00,2.09420292e-03,4.58384074e+00,-2.20928761e-04,4.64903613e+00,5.87614467e-03
"2012M11",2.31249000e+02,-9.15080800e-03,3.11000000e+00,3.73000000e+00,7.87000000e+00,5.00000000e+00,3.77333000e+04,2.31859000e+04,5.66995000e+04,1.22718000e+05,8.40480000e+04,9.88815430e+01,3.68000000e+02,1.05360000e+02,1.60000000e-01,2.31330000e+02,9.51090000e+01,9.34450000e+01,8.65314286e+01,5.44349505e+00,2.06305806e+00,1.05382983e+01,1.00512996e+01,1.09455207e+01,1.17176443e+01,1.13391433e+01,4.59392260e+00,5.90808294e+00,4.65738306e+00,5.44384526e+00,4.55502360e+00,4.53737303e+00,4.46050768e+00,1.78008182e-02,7.65309858e-03,7.74488991e-02,2.54395737e-02,4.98096521e-02,8.46087505e-02,1.33392706e-01,3.14142640e-02,6.88958265e-02,3.03535371e-02,1.93402780e-02,1.68482851e-02,1.76735881e-02,-1.15856321e-01,-1.68075617e-03,-1.26984144e-03,1.28185683e-02,-1.12935914e-03,4.46030500e-02,1.98222823e-02,1.76023797e-02,2.62629668e-02,-1.21158973e-01,2.47077955e-03,1.32366128e-03,-6.83192955e-04,1.07072123e-03,-3.36337784e-02,4.59392260e+00,4.58580217e+00,3.00872373e-02,2.18236022e-03,4.65738306e+00,3.03535371e-02,2.47077955e-03,4.58470371e+00,1.09846104e-03,4.65553705e+00,1.84600572e-03,4.59167196e+00,-5.86978086e-03,4.65257997e+00,4.80309204e-03
"2012M12",2.31221000e+02,5.39946919e-01,3.45000000e+00,3.73000000e+00,7.89000000e+00,5.00000000e+00,4.11459000e+04,2.65521000e+04,6.11721000e+04,1.27794000e+05,8.57661000e+04,1.04079881e+02,4.09200000e+02,1.05560000e+02,9.00000000e-02,2.31725000e+02,9.50940000e+01,9.35140000e+01,8.78595000e+01,5.44337396e+00,2.06559613e+00,1.06248796e+01,1.01868641e+01,1.10214465e+01,1.17581749e+01,1.13593791e+01,4.64515869e+00,6.01420403e+00,4.65927951e+00,5.44555132e+00,4.55486588e+00,4.53811116e+00,4.47573895e+00,1.74420490e-02,1.14724012e-02,9.53519831e-02,7.91100715e-02,6.46840229e-02,9.04549339e-02,1.45114423e-01,2.60763947e-02,7.79879612e-02,2.99046370e-02,1.88187550e-02,1.61133090e-02,1.67574578e-02,-1.14955541e-01,-1.21088936e-04,2.53807243e-03,8.65812930e-02,1.35564505e-01,7.59258109e-02,4.05305523e-02,2.02357593e-02,5.12360884e-02,1.06121096e-01,1.89645420e-03,1.70606125e-03,-1.57726219e-04,7.38129784e-04,1.52312636e-02,4.64515869e+00,4.58541415e+00,2.93795096e-02,-3.88027260e-04,4.65927951e+00,2.99046370e-02,1.89645420e-03,4.58780386e+00,-2.38971506e-03,4.65827474e+00,1.00477388e-03,4.57998285e+00,5.43129665e-03,4.65466548e+00,4.61403011e-03
"2013M01",2.31679000e+02,4.91534682e-01,3.86000000e+00,3.76267652e+00,7.89000000e+00,5.00000000e+00,3.83669000e+04,2.45173000e+04,5.81733000e+04,1.25926700e+05,8.56889000e+04,9.90753762e+01,3.57900000e+02,1.05820000e+02,1.50000000e-01,2.32229000e+02,9.52750000e+01,9.37030000e+01,9.47566667e+01,5.44535279e+00,2.06559613e+00,1.05549504e+01,1.01071343e+01,1.09711818e+01,1.17434553e+01,1.13584786e+01,4.59588094e+00,5.88025362e+00,4.66173954e+00,5.44772395e+00,4.55676745e+00,4.54013021e+00,4.55131220e+00,1.67003866e-02,1.01911710e-02,7.73807618e-02,5.56923378e-02,3.68255765e-02,8.29506712e-02,1.44881403e-01,4.19037173e-02,1.59614026e-01,2.87596508e-02,1.89179441e-02,1.46009604e-02,1.57905377e-02,-5.65892506e-02,1.97882977e-03,0.00000000e+00,-6.99291780e-02,-7.97298498e-02,-5.02647166e-02,-1.47196008e-02,-9.00527896e-04,-4.92777511e-02,-1.33950416e-01,2.46002584e-03,2.17263004e-03,1.90157068e-03,2.01904810e-03,7.55732545e-02,4.59588094e+00,4.59303742e+00,4.15352811e-02,7.62326836e-03,4.66173954e+00,2.87596508e-02,2.46002584e-03,4.59091675e+00,2.12066133e-03,4.66102968e+00,7.09862153e-04,4.58816902e+00,4.86839489e-03,4.65708468e+00,4.65485712e-03
"2013M02",2.32937000e+02,8.15217393e-01,4.18000000e+00,3.89119758e+00,7.83000000e+00,5.00000000e+00,3.77231000e+04,2.40073000e+04,5.83158000e+04,1.26884600e+05,8.62304000e+04,9.88132950e+01,3.51200000e+02,1.06250000e+02,1.40000000e-01,2.32569000e+02,9.56140000e+01,9.38050000e+01,9.53089474e+01,5.45076803e+00,2.05796251e+00,1.05380279e+01,1.00861132e+01,1.09736283e+01,1.17510333e+01,1.13647781e+01,4.59323216e+00,5.86135586e+00,4.66579481e+00,5.44918696e+00,4.56031925e+00,4.54121816e+00,4.55712369e+00,1.99804594e-02,6.40617181e-03,4.33954568e-02,3.24485960e-02,4.05642360e-02,7.66958589e-02,1.27536273e-01,3.97494936e-02,2.28050270e-03,3.02894220e-02,1.96922145e-02,1.59186992e-02,1.54808672e-02,-6.98471233e-02,5.41523785e-03,-7.63362486e-03,-1.69224698e-02,-2.10210400e-02,2.44658206e-03,7.57802032e-03,6.29948808e-03,-2.64877572e-03,-1.88977560e-02,4.05527033e-03,1.46300139e-03,3.55180609e-03,1.08795369e-03,5.81149049e-03,4.59323216e+00,4.59736201e+00,3.80111022e-02,4.32459818e-03,4.66579481e+00,3.02894220e-02,4.05527033e-03,4.59404222e+00,3.31978997e-03,4.66380048e+00,1.99433135e-03,4.59790188e+00,-5.39861718e-04,4.65884364e+00,6.95116880e-03
"2013M03",2.32282000e+02,4.76190475e-01,4.34000000e+00,3.89927652e+00,7.81000000e+00,5.00000000e+00,4.13369000e+04,2.51508000e+04,5.99509000e+04,1.28578300e+05,8.67280000e+04,1.01720562e+02,4.24100000e+02,1.06540000e+02,9.00000000e-02,2.32794000e+02,9.54880000e+01,9.38910000e+01,9.29385000e+01,5.44795215e+00,2.05540496e+00,1.06295108e+01,1.01326450e+01,1.10012812e+01,1.17642933e+01,1.13705321e+01,4.62222947e+00,6.04996928e+00,4.66852050e+00,5.45015394e+00,4.55900059e+00,4.54213453e+00,4.53193798e+00,1.50732973e-02,1.02961013e-02,1.25591908e-01,7.36205701e-02,6.94357128e-02,8.55263677e-02,1.15362299e-01,5.65480643e-03,5.32684626e-02,2.95287670e-02,1.87140167e-02,1.26890812e-02,1.46988892e-02,-1.32987997e-01,-2.81587997e-03,-2.55754615e-03,9.14829246e-02,4.65317544e-02,2.76528252e-02,1.32600453e-02,5.75400065e-03,2.89973073e-02,1.88613415e-01,2.72569368e-03,9.66987137e-04,-1.31866771e-03,9.16375480e-04,-2.51857085e-02,4.62222947e+00,4.58200512e+00,9.64965823e-03,-1.53568918e-02,4.66852050e+00,2.95287670e-02,2.72569368e-03,4.59718025e+00,-1.51751306e-02,4.66658580e+00,1.93469902e-03,4.58879306e+00,-6.78793931e-03,4.66108445e+00,7.43605190e-03
"2013M04",2.31797000e+02,1.69900745e-01,4.13000000e+00,3.80399138e+00,7.80000000e+00,5.25000000e+00,3.98975000e+04,2.44125000e+04,5.84085000e+04,1.27945200e+05,8.72191000e+04,1.01200471e+02,4.51200000e+02,1.06740000e+02,1.40000000e-01,2.32832000e+02,9.53910000e+01,9.39370000e+01,9.20213636e+01,5.44586199e+00,2.05412373e+00,1.05940689e+01,1.01028506e+01,1.09752167e+01,1.17593573e+01,1.13761786e+01,4.61710341e+00,6.11191070e+00,4.67039597e+00,5.45031716e+00,4.55798423e+00,4.54262434e+00,4.52202076e+00,1.13237244e-02,7.72204609e-03,1.06970098e-01,5.21074884e-02,6.94662512e-02,9.00684884e-02,1.10556214e-01,6.15188325e-02,7.40397803e-02,2.93761320e-02,1.70100931e-02,1.03584191e-02,1.36766727e-02,-1.15819883e-01,-2.09016213e-03,-1.28123016e-03,-3.54418982e-02,-2.97944090e-02,-2.60644667e-02,-4.93601004e-03,5.64655927e-03,-5.12605549e-03,6.19414237e-02,1.87546942e-03,1.63221126e-04,-1.01635076e-03,4.89809836e-04,-9.91722051e-03,4.61710341e+00,4.61083929e+00,6.28778021e-02,2.88341673e-02,4.67039597e+00,2.93761320e-02,1.87546942e-03,4.60033105e+00,1.05082365e-02,4.66938445e+00,1.01151771e-03,4.59917228e+00,1.16670081e-02,4.66364314e+00,6.75283579e-03
"2013M05",2.31893000e+02,2.67809320e-01,4.27000000e+00,3.83464272e+00,7.79000000e+00,5.25000000e+00,3.92567000e+04,2.38117000e+04,5.84160000e+04,1.28941100e+05,8.75623000e+04,9.95046878e+01,4.77000000e+02,1.07040000e+02,9.00000000e-02,2.32996000e+02,9.54610000e+01,9.40470000e+01,9.45095455e+01,5.44627606e+00,2.05284086e+00,1.05778774e+01,1.00779323e+01,1.09753451e+01,1.17671110e+01,1.13801058e+01,4.60020476e+00,6.16751649e+00,4.67320260e+00,5.45102129e+00,4.55871779e+00,4.54379466e+00,4.54870084e+00,1.38081159e-02,1.28452169e-03,1.25705023e-01,4.14141407e-02,8.69497519e-02,1.01919477e-01,1.06432962e-01,4.01357620e-02,5.47196586e-02,2.98699493e-02,1.63215946e-02,1.22153888e-02,1.38330489e-02,-1.53306082e-03,4.14069751e-04,-1.28287381e-03,-1.61915350e-02,-2.49182397e-02,1.28397725e-04,7.75366370e-03,3.92719638e-03,-1.68986554e-02,5.56057907e-02,2.80662547e-03,7.04122581e-04,7.33552733e-04,1.17031250e-03,2.66800759e-02,4.60020476e+00,4.60424263e+00,3.79352003e-02,-6.59665929e-03,4.67320260e+00,2.98699493e-02,2.80662547e-03,4.60349378e+00,7.48847112e-04,4.67219536e+00,1.00723360e-03,4.60154129e+00,2.70133556e-03,4.66678063e+00,6.42196406e-03
"2013M06",2.32445000e+02,6.23219369e-01,4.79000000e+00,3.92211664e+00,7.82000000e+00,5.25000000e+00,3.95282000e+04,2.41053000e+04,5.83879000e+04,1.29392500e+05,8.79787000e+04,9.67169242e+01,4.17200000e+02,1.07290000e+02,7.00000000e-02,2.33350000e+02,9.56730000e+01,9.42090000e+01,9.57725000e+01,5.44865364e+00,2.05668455e+00,1.05847696e+01,1.00901870e+01,1.09748640e+01,1.17706057e+01,1.13848500e+01,4.57178840e+00,6.03356572e+00,4.67553545e+00,5.45253947e+00,4.56093613e+00,4.54551572e+00,4.56197559e+00,1.70124003e-02,-3.82897724e-03,9.11647874e-02,4.49829072e-02,6.79634670e-02,9.39377040e-02,1.03859133e-01,2.73583792e-02,-3.64789241e-02,3.04716990e-02,1.61006388e-02,1.49428612e-02,1.45304306e-02,1.51563978e-01,2.37757952e-03,3.84369467e-03,6.89221094e-03,1.22546768e-02,-4.81148327e-04,3.49470963e-03,4.74419971e-03,-2.84163518e-02,-1.33950768e-01,2.33285227e-03,1.51818636e-03,2.21833988e-03,1.72106111e-03,1.32747479e-02,4.57178840e+00,4.59999461e+00,2.78425264e-02,-4.24801663e-03,4.67553545e+00,3.04716990e-02,2.33285227e-03,4.60666833e+00,-6.67371763e-03,4.67501754e+00,5.17912982e-04,4.60391420e+00,-3.91958452e-03,4.66876748e+00,6.76796911e-03
"2013M07",2.32900000e+02,3.00831707e-01,4.74000000e+00,3.85222315e+00,7.82000000e+00,5.25000000e+00,4.00420000e+04,2.41575000e+04,5.80294000e+04,1.30129000e+05,8.81955000e+04,9.86444569e+01,4.45800000e+02,1.07610000e+02,9.00000000e-02,2.33880000e+02,9.57920000e+01,9.43290000e+01,1.04670909e+02,5.45060918e+00,2.05668455e+00,1.05976842e+01,1.00923502e+01,1.09687051e+01,1.17762815e+01,1.13873112e+01,4.59152204e+00,6.09987042e+00,4.67851358e+00,5.45480816e+00,4.56217917e+00,4.54678867e+00,4.65082123e+00,1.86791710e-02,0.00000000e+00,9.84004600e-02,5.14686939e-02,6.92232000e-02,9.43882893e-02,9.98319557e-02,3.75401565e-02,5.46281682e-02,3.12422182e-02,1.68592977e-02,1.58252461e-02,1.47699922e-02,1.74675600e-01,1.95553899e-03,0.00000000e+00,1.29145620e-02,2.16315756e-03,-6.15889792e-03,5.67584556e-03,2.46120158e-03,1.97336361e-02,6.63046978e-02,2.97813156e-03,2.26869091e-03,1.24304719e-03,1.27295310e-03,8.88456418e-02,4.59152204e+00,4.60433763e+00,3.67414467e-02,4.34301470e-03,4.67851358e+00,3.12422182e-02,2.97813156e-03,4.60985464e+00,-5.51700919e-03,4.67785005e+00,6.63534012e-04,4.60948876e+00,-5.15113632e-03,4.67131042e+00,7.20316071e-03
"2013M08",2.33456000e+02,1.41143256e-01,4.42000000e+00,3.64747269e+00,7.89000000e+00,5.25000000e+00,3.96588000e+04,2.35953000e+04,5.86588000e+04,1.31405700e+05,8.94847000e+04,9.86715846e+01,4.56300000e+02,1.07920000e+02,7.00000000e-02,2.34336000e+02,9.59340000e+01,9.44310000e+01,1.06572727e+02,5.45299362e+00,2.06559613e+00,1.05880681e+01,1.00688028e+01,1.09794929e+01,1.17860448e+01,1.14018229e+01,4.59179701e+00,6.12315049e+00,4.68139021e+00,5.45675598e+00,4.56366046e+00,4.54786941e+00,4.66882764e+00,1.52708989e-02,1.26823099e-03,1.18891853e-01,5.20803352e-02,7.24750834e-02,9.19600832e-02,1.00217451e-01,3.51264155e-02,3.31989941e-02,3.15335083e-02,1.76641433e-02,1.39501262e-02,1.52161539e-02,1.24136975e-01,2.38444563e-03,8.91158030e-03,-9.61603780e-03,-2.35473512e-02,1.07878278e-02,9.76321797e-03,1.45117196e-02,2.74967103e-04,2.32800670e-02,2.87663169e-03,1.94781957e-03,1.48128085e-03,1.08073755e-03,1.80064083e-02,4.59179701e+00,4.61227441e+00,3.46498454e-02,7.93677962e-03,4.68139021e+00,3.15335083e-02,2.87663169e-03,4.61305218e+00,-7.77770654e-04,4.68069200e+00,6.98207183e-04,4.60906023e+00,3.21417737e-03,4.67322285e+00,8.16736105e-03
